source,source_url,downloaded_at,bytes,local_path
mhollingshead/billboard-hot-100,https://raw.githubusercontent.com/mhollingshead/billboard-hot-100/main/all.json,2026-08-17 15:43:15 UTC,43878128,C:/Users/BrianBalzar/Documents/Codex/data_cache/hollywood-women-careers/billboard/billboard_hot_100_all.json
