credit_group,scope,age,credited_performer_years,retained_performer_years,forward_continuity_rate,baseline_rate,normalized_continuity
men-coded,television,34,6257,5034,0.804538916413617,0.797735259664194,1.00852871509313
men-coded,television,35,6158,4968,0.806755440077948,0.797735259664194,1.01130723545748
men-coded,television,36,6129,4960,0.809267417196933,0.797735259664194,1.01445612111666
men-coded,television,37,6060,4939,0.815016501650165,0.797735259664194,1.02166287847581
men-coded,television,38,6085,4974,0.817419884963024,0.797735259664194,1.02467563651018
men-coded,television,39,6026,4938,0.819449054098905,0.797735259664194,1.02721929884841
men-coded,television,40,5968,4878,0.817359249329759,0.797735259664194,1.02459962679075
men-coded,television,41,5826,4740,0.813594232749743,0.797735259664194,1.01987999514052
men-coded,television,42,5705,4610,0.80806310254163,0.797735259664194,1.01294645404264
men-coded,television,43,5490,4497,0.819125683060109,0.797735259664194,1.02681393750217
men-coded,television,44,5423,4420,0.815047021943574,0.797735259664194,1.02170113715002
men-coded,television,45,5132,4186,0.815666406858924,0.797735259664194,1.02247756630725
men-coded,television,46,4983,4028,0.808348384507325,0.797735259664194,1.01330406888069
men-coded,television,47,4791,3901,0.81423502400334,0.797735259664194,1.02068325818529
