gap_years,age,women_exit_hazard,men_exit_hazard,exit_hazard_ratio,ratio_conf_low,ratio_conf_high,performers,observed_exits
3,30,0.147218585907172,0.128161977643141,1.14869159023976,1.09767881013331,1.20207510367016,20561,16166
3,35,0.142664771925278,0.119845039134629,1.19041032449423,1.13310371408586,1.25061521116424,20561,16166
3,40,0.106553648858168,0.0947688083053739,1.12435357965903,1.0391980770212,1.21648702017977,20561,16166
5,30,0.078686021040732,0.0615353280621439,1.27871295268415,1.21740031343151,1.34311351600798,20561,12506
5,35,0.0695872168071289,0.0588753937213047,1.18194057667844,1.11964898742704,1.24769775392664,20561,12506
5,40,0.0438243880543979,0.0428675710824616,1.02232029825286,0.937431215558082,1.11489651173779,20561,12506
7,30,0.0597641902679606,0.0450799487016356,1.32573776122758,1.25728790471429,1.39791419686338,20561,9966
7,35,0.0465634372910112,0.0398938409205074,1.1671836107181,1.09408239744078,1.24516908810122,20561,9966
7,40,0.0227552491159476,0.0234555538077931,0.970143331614159,0.872006545621504,1.07932456310247,20561,9966
